log_id,qr_id,authorization_id,guest_id,guest_name,unit_id,unit_number,frontdesk_id,frontdesk_name,action_type,scanned_at,result_status,has_authorization_form,has_luggage,luggage_count,luggage_desc,companions_count,vehicle_plate_no,remarks
152,118,5766,2811,Kyle Gomez,9173,10C,302,Carlos Mendoza,CHECK_OUT,2025-03-11 6:35:00,VALID,FALSE,FALSE,0,,3,,With companions
153,196,5629,2604,Kevin Bautista,9001,23E,304,Daniel Ramos,CHECK_OUT,2025-03-14 5:55:00,VALID,TRUE,FALSE,0,,0,,No luggage
154,227,5289,2679,Mark Torres,9178,11B,301,Maria Santos,CHECK_OUT,2025-03-08 23:21:00,VALID,TRUE,TRUE,1,1 backpack,1,BMO-6267,Vehicle info recorded
155,189,6119,2769,Liza Villanueva,9296,21F,302,Carlos Mendoza,CHECK_IN,2025-03-03 0:15:00,VALID,TRUE,TRUE,3,3 small suitcases,2,FXC-8159,Manual review required
156,107,5884,2338,Rina Flores,9081,02A,303,Rica Lopez,CHECK_IN,2025-03-05 15:45:00,VALID,TRUE,FALSE,0,,0,JHD-0698,Manual review required
157,139,5112,2739,Juan Flores,9045,10F,305,Jasmine Cruz,CHECK_IN,2025-03-03 12:58:00,VALID,TRUE,TRUE,1,1 laptop bag,0,MPP-4186,With companions
158,194,5782,2757,John Garcia,9023,09D,304,Daniel Ramos,CHECK_IN,2025-03-07 10:40:00,VALID,TRUE,FALSE,0,,3,NYS-3806,Vehicle info recorded
159,237,5973,3173,Miguel Villanueva,9154,03D,301,Maria Santos,CHECK_IN,2025-03-13 2:15:00,VALID,TRUE,FALSE,0,,4,,With companions
160,154,5395,2259,Ana Flores,9041,22D,302,Carlos Mendoza,CHECK_OUT,2025-03-04 16:45:00,VALID,TRUE,FALSE,0,,0,,Vehicle info recorded
161,242,5814,3131,Carlo Santos,9267,15A,305,Jasmine Cruz,CHECK_IN,2025-03-10 21:09:00,VALID,TRUE,FALSE,0,,0,DDS-1485,Vehicle info recorded
162,167,5785,2995,Kyle Bianchi,9243,02B,303,Rica Lopez,CHECK_IN,2025-03-15 4:24:00,VALID,TRUE,TRUE,3,3 duffel bags,4,LAK-4447,No luggage
163,158,5276,2616,Trisha Lopez,9138,24D,305,Jasmine Cruz,CHECK_OUT,2025-03-05 14:38:00,VALID,FALSE,TRUE,4,4 hand carrys,0,BQZ-2148,Vehicle info recorded
164,134,6074,3165,Juan Bautista,9099,07A,302,Carlos Mendoza,CHECK_IN,2025-03-02 11:36:00,EXPIRED,TRUE,TRUE,4,4 boxs,0,VAH-5797,Authorization expired
165,145,5972,3130,Jasmine Ramos,9084,09F,301,Maria Santos,CHECK_IN,2025-03-10 3:06:00,VALID,FALSE,FALSE,0,,2,VGI-6800,Manual review required
166,133,5355,2018,Miguel Santos,9157,23F,303,Rica Lopez,CHECK_IN,2025-03-09 21:36:00,EXPIRED,TRUE,TRUE,3,3 duffel bags,0,SDA-8589,Authorization expired
167,172,5612,2222,Angelo Lim,9173,09F,303,Rica Lopez,CHECK_OUT,2025-03-07 6:37:00,VALID,FALSE,FALSE,0,,2,ZZZ-9652,Smooth processing
168,227,5606,2532,Nina Navarro,9199,24A,305,Jasmine Cruz,CHECK_OUT,2025-03-14 8:24:00,VALID,TRUE,FALSE,0,,0,PVL-8428,With companions
169,175,5200,2965,Kevin Santos,9287,25B,303,Rica Lopez,CHECK_OUT,2025-03-06 9:22:00,VALID,TRUE,TRUE,3,3 backpacks,3,DPB-9991,Manual review required
170,149,6025,2246,Rafael Aquino,9153,14A,302,Carlos Mendoza,CHECK_IN,2025-03-05 21:23:00,VALID,FALSE,FALSE,0,,0,,With companions
171,120,5999,2682,John Lopez,9030,01D,303,Rica Lopez,CHECK_IN,2025-03-05 4:04:00,VALID,TRUE,FALSE,0,,0,,Vehicle info recorded
172,209,5827,2879,Angelo Navarro,9003,02E,302,Carlos Mendoza,CHECK_OUT,2025-03-01 15:41:00,EXPIRED,TRUE,TRUE,1,1 duffel bag,2,,Authorization expired
173,188,5640,2265,Liza Navarro,9258,19C,302,Carlos Mendoza,CHECK_IN,2025-03-02 8:58:00,VALID,TRUE,FALSE,0,,0,VEK-7532,Vehicle info recorded
174,104,5468,2460,Kevin Cruz,9012,19E,302,Carlos Mendoza,CHECK_IN,2025-03-02 4:24:00,VALID,TRUE,FALSE,0,,0,BVD-0016,Manual review required
175,197,5254,3121,Paolo Villanueva,9079,07F,301,Maria Santos,CHECK_IN,2025-03-03 15:08:00,VALID,TRUE,FALSE,0,,1,TDJ-1173,Late arrival
176,167,6072,2414,Jasmine Flores,9152,06A,305,Jasmine Cruz,CHECK_IN,2025-03-06 1:25:00,VALID,TRUE,TRUE,1,1 duffel bag,1,VPE-1811,ID verified at desk
177,159,5936,2607,Paolo Garcia,9026,04B,301,Maria Santos,CHECK_OUT,2025-03-09 12:43:00,VALID,TRUE,FALSE,0,,1,,With companions
178,143,5674,2733,Trisha Bianchi,9138,24A,303,Rica Lopez,CHECK_OUT,2025-03-05 11:52:00,VALID,TRUE,TRUE,4,4 duffel bags,0,UZF-1202,No luggage
179,206,5989,3166,Trisha Bautista,9195,25C,305,Jasmine Cruz,CHECK_IN,2025-03-04 7:21:00,VALID,TRUE,FALSE,0,,0,,No printed authorization form
180,103,6075,3181,Kyle Torres,9174,17E,305,Jasmine Cruz,CHECK_IN,2025-03-06 23:45:00,VALID,TRUE,FALSE,0,,1,,With companions
181,229,5962,3016,John Lim,9252,11B,303,Rica Lopez,CHECK_OUT,2025-03-02 11:29:00,VALID,TRUE,TRUE,2,2 small suitcases,0,OCP-7517,Smooth processing
182,126,5827,2845,Ana Sy,9282,01A,305,Jasmine Cruz,CHECK_OUT,2025-03-08 6:21:00,EXPIRED,TRUE,FALSE,0,,0,BHO-5899,Authorization expired
183,221,5745,2927,Liza Gomez,9114,01C,303,Rica Lopez,CHECK_OUT,2025-03-07 23:27:00,VALID,TRUE,TRUE,2,2 laptop bags,4,,Late arrival
184,148,5248,2805,Sarah Garcia,9098,23C,301,Maria Santos,CHECK_OUT,2025-03-02 9:23:00,EXPIRED,FALSE,FALSE,0,,0,VSQ-2708,Authorization expired
185,112,6134,2887,Kyle Villanueva,9261,25B,305,Jasmine Cruz,CHECK_IN,2025-03-04 6:06:00,VALID,TRUE,FALSE,0,,4,TWY-3465,ID verified at desk
186,215,5274,2283,Nina Bianchi,9263,10F,305,Jasmine Cruz,CHECK_OUT,2025-03-13 22:19:00,VALID,TRUE,FALSE,0,,3,EWU-2885,No luggage
187,190,6152,2984,Kyle Chua,9214,22F,305,Jasmine Cruz,CHECK_IN,2025-03-10 22:40:00,VALID,TRUE,TRUE,2,2 small suitcases,0,,With companions
188,173,5514,2300,Ana Mendoza,9105,25E,301,Maria Santos,CHECK_IN,2025-03-11 15:10:00,VALID,FALSE,FALSE,0,,0,RMH-8406,Vehicle info recorded
189,206,5641,3131,Ana Dela Cruz,9129,07E,304,Daniel Ramos,CHECK_OUT,2025-03-09 16:50:00,VALID,TRUE,FALSE,0,,0,JOF-1228,No luggage
190,196,5084,2878,Paolo Sy,9136,05B,305,Jasmine Cruz,CHECK_OUT,2025-03-01 11:04:00,VALID,TRUE,TRUE,2,2 backpacks,0,UTV-4798,No printed authorization form
191,118,5651,3077,Miguel Bautista,9267,03E,302,Carlos Mendoza,CHECK_IN,2025-03-13 13:17:00,VALID,TRUE,FALSE,0,,0,JGY-9878,Smooth processing
192,129,5709,2913,Miguel Bianchi,9125,02F,303,Rica Lopez,CHECK_IN,2025-03-03 21:55:00,VALID,TRUE,TRUE,3,3 boxs,0,BJU-3581,No luggage
193,142,6102,3093,Juan Lim,9108,22F,302,Carlos Mendoza,CHECK_OUT,2025-03-10 23:40:00,VALID,TRUE,FALSE,0,,0,NUC-2075,Smooth processing
194,122,5151,2112,John Santos,9286,03E,302,Carlos Mendoza,CHECK_OUT,2025-03-10 14:37:00,VALID,TRUE,TRUE,1,1 laptop bag,0,UXT-1901,No printed authorization form
195,228,5218,2594,Mae Bianchi,9045,10D,304,Daniel Ramos,CHECK_IN,2025-03-02 0:49:00,VALID,TRUE,TRUE,4,4 hand carrys,0,UEJ-5088,With companions
196,131,5086,2011,Kyle Bianchi,9202,18E,301,Maria Santos,CHECK_IN,2025-03-09 3:47:00,VALID,FALSE,FALSE,0,,2,,ID verified at desk
197,149,5235,2372,Kyle Reyes,9282,15F,305,Jasmine Cruz,CHECK_IN,2025-03-02 20:47:00,VALID,TRUE,FALSE,0,,0,VUH-1491,Late arrival
198,181,5996,2923,Carlo Bianchi,9157,23E,302,Carlos Mendoza,CHECK_IN,2025-03-09 15:03:00,VALID,FALSE,TRUE,3,3 large suitcases,0,UNI-5257,Manual review required
199,214,5735,2626,Angelo Sy,9056,06F,305,Jasmine Cruz,CHECK_IN,2025-03-07 17:15:00,EXPIRED,TRUE,TRUE,3,3 duffel bags,0,,Authorization expired
200,119,5039,3039,Juan Chua,9297,13E,302,Carlos Mendoza,CHECK_OUT,2025-03-13 21:14:00,VALID,FALSE,TRUE,2,2 backpacks,0,SXJ-2788,No luggage
201,201,5746,3029,Juan Torres,9085,25E,302,Carlos Mendoza,CHECK_IN,2025-03-05 9:50:00,VALID,TRUE,FALSE,0,,4,BHY-7314,No printed authorization form
202,159,5088,2424,Bea Ramos,9199,16D,301,Maria Santos,CHECK_IN,2025-03-08 16:59:00,VALID,FALSE,FALSE,0,,3,SFM-6591,ID verified at desk
203,196,5457,3058,Rafael Ramos,9177,16D,305,Jasmine Cruz,CHECK_IN,2025-03-04 11:53:00,VALID,TRUE,TRUE,3,3 large suitcases,2,WDV-3651,Manual review required
204,222,5982,2432,Kyle Bautista,9211,01B,301,Maria Santos,CHECK_IN,2025-03-14 19:30:00,VALID,TRUE,TRUE,2,2 small suitcases,2,MTS-0413,Manual review required
205,220,5987,2350,Miguel Flores,9074,19B,305,Jasmine Cruz,CHECK_OUT,2025-03-07 8:27:00,VALID,TRUE,FALSE,0,,0,,Vehicle info recorded
206,198,5271,2223,Juan Cruz,9268,17F,304,Daniel Ramos,CHECK_OUT,2025-03-15 2:41:00,VALID,TRUE,FALSE,0,,1,,With companions
207,238,5003,2884,Bea Flores,9190,02F,305,Jasmine Cruz,CHECK_IN,2025-03-12 7:18:00,VALID,TRUE,FALSE,0,,0,WSD-6247,Late arrival
208,121,5581,3114,Nina Santos,9097,01F,301,Maria Santos,CHECK_IN,2025-03-04 0:21:00,VALID,TRUE,TRUE,3,3 laptop bags,0,,ID verified at desk
209,166,6098,2868,Kyle Ramos,9142,22D,302,Carlos Mendoza,CHECK_IN,2025-03-14 0:30:00,VALID,TRUE,FALSE,0,,3,YWM-2137,With companions
210,125,5440,3042,Rafael Lopez,9282,20F,301,Maria Santos,CHECK_IN,2025-03-01 10:53:00,VALID,FALSE,TRUE,4,4 small suitcases,2,TBX-6698,ID verified at desk
211,114,5359,3013,Trisha Dela Cruz,9104,22E,303,Rica Lopez,CHECK_IN,2025-03-14 23:24:00,VALID,TRUE,FALSE,0,,0,UAF-1465,Vehicle info recorded
212,203,5411,3061,Juan Lim,9047,18C,305,Jasmine Cruz,CHECK_OUT,2025-03-09 6:06:00,VALID,FALSE,TRUE,2,2 laptop bags,0,IFN-8181,ID verified at desk
213,187,5240,3052,Paolo Sy,9295,09F,304,Daniel Ramos,CHECK_OUT,2025-03-14 3:33:00,VALID,TRUE,TRUE,4,4 duffel bags,0,APD-4163,Late arrival
214,180,5845,2724,Bea Sy,9005,23C,302,Carlos Mendoza,CHECK_IN,2025-03-10 9:52:00,VALID,FALSE,TRUE,2,2 laptop bags,2,IFX-3733,Late arrival
215,167,5424,2470,Sarah Torres,9183,05A,301,Maria Santos,CHECK_OUT,2025-03-12 13:03:00,VALID,TRUE,TRUE,1,1 hand carry,0,PSI-7284,Vehicle info recorded
216,156,6182,2263,Ana Aquino,9217,16E,301,Maria Santos,CHECK_IN,2025-03-10 7:01:00,EXPIRED,TRUE,TRUE,1,1 duffel bag,0,AAV-3691,Authorization expired
217,183,5741,2532,John Sy,9135,08C,304,Daniel Ramos,CHECK_OUT,2025-03-09 3:22:00,VALID,TRUE,TRUE,3,3 backpacks,0,FSE-9314,Late arrival
218,242,5886,2781,Sarah Tan,9077,16A,302,Carlos Mendoza,CHECK_IN,2025-03-04 9:26:00,NOT_FOUND,FALSE,TRUE,3,3 hand carrys,0,SBM-1203,QR not recognized
219,165,5976,2198,Trisha Lopez,9134,12C,305,Jasmine Cruz,CHECK_IN,2025-03-07 4:44:00,VALID,TRUE,TRUE,2,2 boxs,0,FYJ-5587,Manual review required
220,120,5781,2587,Trisha Tan,9086,21C,304,Daniel Ramos,CHECK_OUT,2025-03-14 8:11:00,VALID,FALSE,TRUE,3,3 large suitcases,3,TUM-4759,Manual review required
221,205,5343,2377,Juan Tan,9121,22C,301,Maria Santos,CHECK_IN,2025-03-10 8:50:00,VALID,TRUE,FALSE,0,,0,,Vehicle info recorded
222,234,5171,2213,Paolo Bianchi,9080,03F,304,Daniel Ramos,CHECK_IN,2025-03-06 23:06:00,VALID,TRUE,TRUE,2,2 small suitcases,3,KPO-8487,With companions
223,238,5363,2936,Kyle Flores,9269,21F,305,Jasmine Cruz,CHECK_IN,2025-03-09 5:36:00,VALID,TRUE,TRUE,3,3 backpacks,0,,Smooth processing
224,100,6072,2280,Jasmine Mendoza,9241,18A,304,Daniel Ramos,CHECK_OUT,2025-03-12 4:32:00,VALID,TRUE,FALSE,0,,0,RLG-6866,Late arrival
225,141,5799,2775,Miguel Santos,9041,14F,302,Carlos Mendoza,CHECK_IN,2025-03-15 6:53:00,VALID,TRUE,TRUE,3,3 laptop bags,1,,ID verified at desk
226,128,5933,2928,Paolo Bianchi,9252,07C,301,Maria Santos,CHECK_IN,2025-03-13 12:09:00,VALID,FALSE,TRUE,2,2 duffel bags,0,,No luggage
227,138,5031,3011,Sarah Lopez,9216,10D,303,Rica Lopez,CHECK_IN,2025-03-02 1:19:00,VALID,FALSE,FALSE,0,,4,,Manual review required
228,146,5394,2513,Rafael Dela Cruz,9063,25F,302,Carlos Mendoza,CHECK_IN,2025-03-11 9:54:00,VALID,FALSE,TRUE,1,1 box,0,,Vehicle info recorded
229,179,5662,2325,Ana Sy,9267,04C,304,Daniel Ramos,CHECK_OUT,2025-03-05 20:31:00,VALID,TRUE,FALSE,0,,0,,Vehicle info recorded
230,183,5031,2343,Paolo Chua,9062,13B,301,Maria Santos,CHECK_OUT,2025-03-14 13:20:00,VALID,TRUE,FALSE,0,,0,,With companions
231,227,5188,2694,Ana Reyes,9183,21B,305,Jasmine Cruz,CHECK_OUT,2025-03-04 4:43:00,VALID,TRUE,FALSE,0,,0,OXG-0652,ID verified at desk
232,110,5994,2897,Gab Mendoza,9278,23D,302,Carlos Mendoza,CHECK_IN,2025-03-13 16:53:00,VALID,TRUE,TRUE,2,2 small suitcases,0,IRL-7086,With companions
233,104,5746,2490,Carlo Lim,9276,13B,305,Jasmine Cruz,CHECK_OUT,2025-03-13 21:10:00,VALID,TRUE,TRUE,3,3 small suitcases,1,,With companions
234,145,5065,2414,Liza Villanueva,9099,04A,305,Jasmine Cruz,CHECK_OUT,2025-03-10 4:13:00,VALID,TRUE,FALSE,0,,3,,No luggage
235,103,5428,3007,Mark Garcia,9032,12E,304,Daniel Ramos,CHECK_OUT,2025-03-02 15:50:00,VALID,TRUE,TRUE,1,1 hand carry,2,DDX-3863,Late arrival
236,234,5510,3168,John Sy,9286,14F,301,Maria Santos,CHECK_OUT,2025-03-14 10:52:00,VALID,TRUE,FALSE,0,,0,,With companions
237,240,5823,3034,Carlo Bautista,9274,20D,303,Rica Lopez,CHECK_OUT,2025-03-13 20:25:00,NOT_FOUND,TRUE,TRUE,4,4 hand carrys,0,SRG-6845,QR not recognized
238,215,5917,2814,Juan Reyes,9146,20A,305,Jasmine Cruz,CHECK_IN,2025-03-08 4:50:00,VALID,FALSE,TRUE,3,3 small suitcases,0,IRQ-8992,No luggage
239,109,5943,2729,Kevin Tan,9136,12E,302,Carlos Mendoza,CHECK_IN,2025-03-08 4:00:00,VALID,TRUE,FALSE,0,,0,ZPF-7919,ID verified at desk
240,109,6181,2782,Mark Reyes,9172,12D,304,Daniel Ramos,CHECK_OUT,2025-03-04 1:49:00,EXPIRED,TRUE,FALSE,0,,0,,Authorization expired
241,197,5111,2625,Bea Reyes,9164,18E,302,Carlos Mendoza,CHECK_IN,2025-03-06 8:35:00,VALID,TRUE,FALSE,0,,0,SQC-3646,With companions
242,133,5689,2170,Angelo Chua,9026,18D,303,Rica Lopez,CHECK_IN,2025-03-12 18:03:00,VALID,TRUE,FALSE,0,,0,,Vehicle info recorded
243,246,5402,3150,Rina Aquino,9127,08A,303,Rica Lopez,CHECK_OUT,2025-03-08 16:37:00,VALID,TRUE,TRUE,4,4 laptop bags,0,,No printed authorization form
244,106,5625,2347,Jasmine Bianchi,9227,20B,304,Daniel Ramos,CHECK_IN,2025-03-06 15:30:00,VALID,TRUE,FALSE,0,,0,,Smooth processing
245,162,5303,2590,Juan Lopez,9057,10D,304,Daniel Ramos,CHECK_IN,2025-03-06 2:08:00,VALID,TRUE,TRUE,3,3 boxs,0,EWW-0698,Smooth processing
246,165,5349,2124,Mae Cruz,9139,02D,301,Maria Santos,CHECK_IN,2025-03-07 12:10:00,VALID,FALSE,TRUE,1,1 small suitcase,4,,Vehicle info recorded
247,230,5204,2647,Angelo Bianchi,9273,03B,302,Carlos Mendoza,CHECK_IN,2025-03-11 18:07:00,VALID,TRUE,TRUE,3,3 backpacks,0,ALV-5543,ID verified at desk
248,115,5528,2793,Juan Sy,9144,08B,303,Rica Lopez,CHECK_OUT,2025-03-04 10:57:00,VALID,TRUE,FALSE,0,,0,HNH-9264,No printed authorization form
249,214,6111,2270,Sarah Tan,9298,18F,302,Carlos Mendoza,CHECK_OUT,2025-03-08 8:45:00,VALID,FALSE,FALSE,0,,0,YEU-9251,No luggage
250,147,5651,2299,Juan Lopez,9212,14C,304,Daniel Ramos,CHECK_OUT,2025-03-07 13:31:00,VALID,TRUE,TRUE,1,1 hand carry,0,TST-3933,Smooth processing
251,191,5163,2977,Kevin Aquino,9241,23F,303,Rica Lopez,CHECK_IN,2025-03-10 3:36:00,VALID,TRUE,TRUE,1,1 laptop bag,0,,ID verified at desk
252,205,5456,2416,Sarah Lim,9091,15E,304,Daniel Ramos,CHECK_OUT,2025-03-11 17:52:00,EXPIRED,TRUE,FALSE,0,,0,XKM-9998,Authorization expired
253,234,5079,3067,Liza Garcia,9234,02B,305,Jasmine Cruz,CHECK_IN,2025-03-02 5:26:00,VALID,TRUE,FALSE,0,,3,JYJ-7264,Smooth processing
254,232,5292,2950,Trisha Lim,9257,04B,305,Jasmine Cruz,CHECK_OUT,2025-03-13 18:24:00,VALID,TRUE,TRUE,2,2 laptop bags,0,GOC-4521,No luggage
255,129,5921,2744,Mark Aquino,9197,24E,305,Jasmine Cruz,CHECK_OUT,2025-03-09 22:48:00,VALID,TRUE,TRUE,3,3 boxs,0,FEF-0644,Manual review required
256,173,5371,2241,Kevin Cruz,9002,20C,301,Maria Santos,CHECK_IN,2025-03-12 16:19:00,VALID,TRUE,FALSE,0,,4,OCT-9038,ID verified at desk
257,242,5426,2101,John Tan,9029,21C,301,Maria Santos,CHECK_IN,2025-03-02 1:42:00,VALID,FALSE,TRUE,1,1 small suitcase,2,,ID verified at desk
258,246,6152,2364,Trisha Chua,9185,02A,303,Rica Lopez,CHECK_IN,2025-03-09 22:57:00,VALID,TRUE,FALSE,0,,4,,ID verified at desk
259,184,6080,2848,Bea Cruz,9108,20A,301,Maria Santos,CHECK_IN,2025-03-13 8:52:00,NOT_FOUND,TRUE,FALSE,0,,0,JNT-5489,QR not recognized
260,190,5266,3153,Angelo Aquino,9255,16B,305,Jasmine Cruz,CHECK_IN,2025-03-07 22:38:00,REVOKED,TRUE,TRUE,1,1 duffel bag,0,NNB-5583,Access revoked by admin
261,102,5413,2577,Paolo Lim,9158,10E,305,Jasmine Cruz,CHECK_IN,2025-03-01 11:20:00,VALID,TRUE,TRUE,1,1 hand carry,3,VPP-0272,Manual review required
262,237,5687,2948,Nina Reyes,9267,10E,303,Rica Lopez,CHECK_IN,2025-03-01 18:13:00,VALID,TRUE,FALSE,0,,0,EIA-5682,Vehicle info recorded
263,147,5240,2632,Carlo Reyes,9140,14A,304,Daniel Ramos,CHECK_OUT,2025-03-09 18:56:00,VALID,FALSE,TRUE,3,3 large suitcases,1,COQ-0782,Late arrival
264,187,5991,3073,Mae Lopez,9074,25A,305,Jasmine Cruz,CHECK_OUT,2025-03-04 8:28:00,VALID,TRUE,TRUE,1,1 small suitcase,1,TCK-7018,ID verified at desk
265,105,6183,2640,Sarah Lopez,9103,07C,303,Rica Lopez,CHECK_IN,2025-03-11 8:54:00,VALID,TRUE,TRUE,1,1 small suitcase,0,DGR-5854,With companions
266,172,6176,2502,John Lim,9160,20C,305,Jasmine Cruz,CHECK_IN,2025-03-04 7:02:00,VALID,FALSE,TRUE,4,4 small suitcases,4,,Manual review required
267,191,5640,2681,Sarah Sy,9041,25D,305,Jasmine Cruz,CHECK_IN,2025-03-11 23:44:00,VALID,TRUE,FALSE,0,,0,HET-4562,No printed authorization form
268,183,5929,2999,Juan Lim,9244,04C,304,Daniel Ramos,CHECK_IN,2025-03-05 5:16:00,VALID,TRUE,FALSE,0,,0,WZD-5814,Manual review required
269,202,5847,2489,Rina Torres,9281,06D,304,Daniel Ramos,CHECK_IN,2025-03-06 1:43:00,VALID,TRUE,FALSE,0,,0,RWH-2197,No luggage
270,218,5667,3137,Liza Garcia,9091,10D,301,Maria Santos,CHECK_IN,2025-03-14 21:43:00,VALID,TRUE,TRUE,1,1 small suitcase,2,YUZ-0227,ID verified at desk
271,199,6184,2916,Sarah Cruz,9163,10E,303,Rica Lopez,CHECK_OUT,2025-03-11 5:25:00,VALID,FALSE,FALSE,0,,0,QME-4058,Smooth processing
272,100,6147,2736,Liza Mendoza,9016,08D,305,Jasmine Cruz,CHECK_IN,2025-03-08 13:44:00,VALID,TRUE,TRUE,2,2 duffel bags,2,,Vehicle info recorded
273,192,5855,2316,Mae Tan,9069,01A,301,Maria Santos,CHECK_IN,2025-03-12 9:48:00,VALID,FALSE,TRUE,2,2 duffel bags,0,ZWT-6927,Vehicle info recorded
274,241,5922,2788,Jasmine Torres,9096,14E,301,Maria Santos,CHECK_IN,2025-03-06 17:17:00,VALID,TRUE,FALSE,0,,0,,Smooth processing
275,245,5990,2755,Liza Chua,9247,23A,302,Carlos Mendoza,CHECK_OUT,2025-03-13 7:29:00,NOT_FOUND,FALSE,FALSE,0,,0,,QR not recognized
276,122,5503,2968,Mark Sy,9297,10E,301,Maria Santos,CHECK_OUT,2025-03-13 12:11:00,VALID,TRUE,TRUE,4,4 boxs,0,ZJJ-2094,ID verified at desk
277,115,5970,3185,John Chua,9027,22C,305,Jasmine Cruz,CHECK_IN,2025-03-12 8:44:00,VALID,TRUE,FALSE,0,,2,IIA-1929,With companions
278,214,5758,2360,Paolo Torres,9249,06E,301,Maria Santos,CHECK_IN,2025-03-03 6:05:00,REVOKED,TRUE,FALSE,0,,0,NYM-3723,Access revoked by admin
279,247,5707,2112,Paolo Gomez,9027,06D,304,Daniel Ramos,CHECK_IN,2025-03-12 4:06:00,VALID,TRUE,TRUE,4,4 duffel bags,0,EQN-0476,No printed authorization form
280,235,5085,2200,Gab Ramos,9222,20F,303,Rica Lopez,CHECK_IN,2025-03-07 9:51:00,VALID,TRUE,FALSE,0,,0,HXV-9385,With companions
281,180,6122,2022,Juan Lim,9007,14A,305,Jasmine Cruz,CHECK_IN,2025-03-11 11:32:00,VALID,TRUE,TRUE,1,1 small suitcase,0,,Late arrival
282,131,5246,2177,Rina Tan,9193,22F,305,Jasmine Cruz,CHECK_OUT,2025-03-05 12:54:00,EXPIRED,TRUE,TRUE,4,4 duffel bags,0,IYN-5421,Authorization expired
283,170,5128,2784,Rafael Lopez,9031,09C,302,Carlos Mendoza,CHECK_IN,2025-03-12 12:32:00,REVOKED,TRUE,TRUE,4,4 small suitcases,4,,Access revoked by admin
284,127,5905,2531,Liza Reyes,9038,03E,303,Rica Lopez,CHECK_OUT,2025-03-01 18:14:00,EXPIRED,TRUE,FALSE,0,,0,IEW-5690,Authorization expired
285,231,6005,2980,Nina Navarro,9036,18B,301,Maria Santos,CHECK_IN,2025-03-12 7:16:00,VALID,TRUE,FALSE,0,,3,UUC-5851,Manual review required
286,174,5416,2362,Gab Reyes,9197,22B,303,Rica Lopez,CHECK_OUT,2025-03-03 18:18:00,VALID,TRUE,TRUE,4,4 duffel bags,1,,Late arrival
287,225,5797,2130,Gab Mendoza,9256,18D,301,Maria Santos,CHECK_IN,2025-03-02 14:36:00,VALID,TRUE,TRUE,2,2 hand carrys,0,VRE-9310,With companions
288,225,5040,2966,Rina Reyes,9125,23F,302,Carlos Mendoza,CHECK_IN,2025-03-02 11:17:00,EXPIRED,FALSE,TRUE,2,2 hand carrys,0,DDP-9931,Authorization expired
289,151,5873,2691,Rafael Lopez,9062,22E,305,Jasmine Cruz,CHECK_IN,2025-03-06 4:27:00,VALID,TRUE,TRUE,1,1 backpack,4,,No printed authorization form
290,241,5338,2899,Miguel Chua,9021,05A,305,Jasmine Cruz,CHECK_IN,2025-03-04 22:09:00,VALID,TRUE,TRUE,2,2 small suitcases,0,JNW-7232,ID verified at desk
291,233,5923,2844,Miguel Bautista,9020,20B,304,Daniel Ramos,CHECK_OUT,2025-03-03 8:04:00,VALID,TRUE,TRUE,1,1 box,1,DTL-8837,Late arrival
292,170,5109,2397,Liza Tan,9243,16B,302,Carlos Mendoza,CHECK_OUT,2025-03-02 7:32:00,VALID,TRUE,TRUE,3,3 backpacks,0,OBD-0822,Smooth processing
293,224,6055,2238,Mark Torres,9228,19E,303,Rica Lopez,CHECK_IN,2025-03-08 17:52:00,VALID,TRUE,TRUE,2,2 duffel bags,0,,Late arrival
294,118,5965,3199,Angelo Reyes,9224,05B,305,Jasmine Cruz,CHECK_IN,2025-03-10 3:32:00,VALID,TRUE,TRUE,3,3 backpacks,2,,Smooth processing
295,171,5280,2228,Trisha Garcia,9215,06C,302,Carlos Mendoza,CHECK_OUT,2025-03-15 1:39:00,VALID,TRUE,FALSE,0,,0,RHC-6873,Manual review required
296,218,5572,2030,Nina Torres,9127,11D,305,Jasmine Cruz,CHECK_IN,2025-03-14 19:11:00,REVOKED,FALSE,FALSE,0,,0,,Access revoked by admin
297,220,6033,2069,Nina Aquino,9202,16F,301,Maria Santos,CHECK_IN,2025-03-06 19:21:00,VALID,TRUE,FALSE,0,,0,,No printed authorization form
298,175,5490,2186,Juan Villanueva,9157,06F,304,Daniel Ramos,CHECK_OUT,2025-03-14 14:45:00,VALID,TRUE,FALSE,0,,0,ZLU-7016,No printed authorization form
299,235,5067,2608,Nina Santos,9278,19B,301,Maria Santos,CHECK_OUT,2025-03-08 23:20:00,VALID,TRUE,FALSE,0,,0,DML-7905,No printed authorization form
300,144,6145,2138,Gab Cruz,9071,11B,305,Jasmine Cruz,CHECK_IN,2025-03-12 5:19:00,VALID,TRUE,FALSE,0,,0,YHK-5486,ID verified at desk
301,113,5130,2764,Jasmine Garcia,9249,17E,301,Maria Santos,CHECK_IN,2025-03-13 10:29:00,VALID,TRUE,TRUE,3,3 hand carrys,0,CGO-1162,ID verified at desk
302,119,5224,2338,Paolo Gomez,9076,16B,302,Carlos Mendoza,CHECK_IN,2025-03-01 20:23:00,VALID,FALSE,TRUE,2,2 laptop bags,4,AJG-1038,No printed authorization form
303,205,6186,2703,Carlo Villanueva,9272,18D,304,Daniel Ramos,CHECK_IN,2025-03-04 8:03:00,EXPIRED,TRUE,FALSE,0,,3,YBE-5472,Authorization expired
